latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
82.4419352,-80.3575231,44.453,23.73000,203,2014,27.067,-136458.567
82.4419354,-80.3575228,44.489,23.73083,203,2014,27.103,-135950.552
82.4419355,-80.3575226,44.506,23.73167,203,2014,27.120,-135443.812
82.4419357,-80.3575236,44.450,23.73250,203,2014,27.064,-134937.253
82.4419352,-80.3575213,44.461,23.73333,203,2014,27.075,-134429.648
82.4419353,-80.3575199,44.450,23.73417,203,2014,27.064,-133921.050
82.4419353,-80.3575198,44.441,23.73500,203,2014,27.055,-133411.227
82.4419353,-80.3575195,44.434,23.73583,203,2014,27.048,-132900.112
82.4419353,-80.3575192,44.448,23.73667,203,2014,27.062,-132388.224
82.4419353,-80.3575193,44.461,23.73750,203,2014,27.075,-131875.423
82.4419353,-80.3575212,44.476,23.73833,203,2014,27.090,-131362.048
82.4419353,-80.3575214,44.507,23.73917,203,2014,27.121,-130848.503
82.4419353,-80.3575216,44.511,23.74000,203,2014,27.125,-130334.652
82.4419352,-80.3575218,44.475,23.74083,203,2014,27.089,-129820.841
82.4419352,-80.3575216,44.468,23.74167,203,2014,27.082,-129306.953
82.4419352,-80.3575217,44.484,23.74250,203,2014,27.098,-128793.481
82.4419352,-80.3575217,44.513,23.74333,203,2014,27.127,-128280.762
82.4419352,-80.3575218,44.515,23.74417,203,2014,27.129,-127768.885
82.4419353,-80.3575228,44.416,23.74500,203,2014,27.030,-127258.096
82.4419354,-80.3575227,44.419,23.74583,203,2014,27.033,-126747.965
82.4419354,-80.3575224,44.421,23.74667,203,2014,27.035,-126239.028
82.4419353,-80.3575227,44.437,23.74750,203,2014,27.051,-125731.551
82.4419353,-80.3575214,44.495,23.74833,203,2014,27.109,-125225.576
82.4419353,-80.3575207,44.537,23.74917,203,2014,27.151,-124721.156
82.4419354,-80.3575207,44.526,23.75000,203,2014,27.140,-124218.662
82.4419355,-80.3575220,44.428,23.75083,203,2014,27.042,-123718.355
82.4419353,-80.3575214,44.472,23.75167,203,2014,27.086,-123219.609
82.4419353,-80.3575217,44.409,23.75250,203,2014,27.023,-122723.301
