latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
82.7193761,-81.3995807,24.192,19.58333,197,2014,7.052,311530.869
82.7193763,-81.3995799,24.180,19.58417,197,2014,7.040,312361.439
82.7193763,-81.3995803,24.152,19.58500,197,2014,7.012,313183.601
82.7193763,-81.3995806,24.168,19.58583,197,2014,7.028,313999.627
82.7193764,-81.3995808,24.163,19.58667,197,2014,7.023,314810.255
82.7193764,-81.3995799,24.164,19.58750,197,2014,7.024,315616.016
82.7193763,-81.3995803,24.142,19.58833,197,2014,7.002,316417.091
82.7193763,-81.3995804,24.159,19.58917,197,2014,7.019,317213.703
82.7193763,-81.3995801,24.140,19.59000,197,2014,7.000,318005.731
82.7193763,-81.3995804,24.151,19.59083,197,2014,7.011,318793.091
82.7193764,-81.3995810,24.155,19.59167,197,2014,7.015,319575.718
82.7193764,-81.3995812,24.175,19.59250,197,2014,7.035,320353.634
82.7193763,-81.3995809,24.174,19.59333,197,2014,7.034,321126.419
82.7193763,-81.3995806,24.168,19.59417,197,2014,7.028,321894.441
82.7193763,-81.3995810,24.166,19.59500,197,2014,7.026,322657.356
82.7193763,-81.3995815,24.151,19.59583,197,2014,7.011,323415.097
82.7193763,-81.3995813,24.151,19.59667,197,2014,7.011,324167.618
82.7193764,-81.3995815,24.161,19.59750,197,2014,7.021,324914.847
82.7193763,-81.3995815,24.151,19.59833,197,2014,7.011,325656.848
82.7193763,-81.3995823,24.160,19.59917,197,2014,7.020,326393.282
82.7193763,-81.3995815,24.156,19.60000,197,2014,7.016,327124.189
82.7193764,-81.3995818,24.184,19.60083,197,2014,7.044,327849.719
82.7193764,-81.3995821,24.142,19.60167,197,2014,7.002,328569.441
82.7193764,-81.3995826,24.168,19.60250,197,2014,7.028,329283.742
82.7193764,-81.3995824,24.154,19.60333,197,2014,7.014,329992.377
82.7193765,-81.3995826,24.179,19.60417,197,2014,7.039,330695.588
82.7193766,-81.3995821,24.197,19.60500,197,2014,7.057,331393.185
82.7193765,-81.3995812,24.183,19.60583,197,2014,7.043,332085.137
82.7193766,-81.3995807,24.243,19.60667,197,2014,7.103,332771.612
82.7193765,-81.3995796,24.262,19.60750,197,2014,7.122,333452.398
82.7193767,-81.3995781,24.306,19.60833,197,2014,7.166,334127.525
82.7193768,-81.3995787,24.325,19.60917,197,2014,7.185,334797.054
82.7193768,-81.3995825,24.275,19.61000,197,2014,7.135,335460.768
82.7193760,-81.3995796,24.218,19.61083,197,2014,7.078,336119.268
82.7193758,-81.3995791,24.224,19.61167,197,2014,7.084,336772.054
82.7193759,-81.3995805,24.187,19.61250,197,2014,7.047,337419.262
82.7193759,-81.3995815,24.179,19.61333,197,2014,7.039,338061.077
82.7193759,-81.3995816,24.176,19.61417,197,2014,7.036,338697.334
82.7193759,-81.3995816,24.189,19.61500,197,2014,7.049,339328.256
82.7193759,-81.3995817,24.198,19.61583,197,2014,7.058,339953.936
82.7193759,-81.3995819,24.210,19.61667,197,2014,7.070,340574.325
82.7193759,-81.3995820,24.207,19.61750,197,2014,7.067,341189.446
82.7193759,-81.3995812,24.195,19.61833,197,2014,7.055,341799.282
82.7193759,-81.3995805,24.190,19.61917,197,2014,7.050,342403.825
