latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
82.7029378,-81.3168471,18.110,16.58083,195,2014,0.982,-44734.418
82.7029377,-81.3168476,18.386,16.58167,195,2014,1.258,-44554.291
82.7029384,-81.3168461,18.328,16.58333,195,2014,1.200,-44223.041
82.7029391,-81.3168426,18.366,16.58417,195,2014,1.238,-44069.137
82.7029391,-81.3168425,18.369,16.58500,195,2014,1.241,-43922.289
82.7029389,-81.3168423,18.311,16.58583,195,2014,1.183,-43782.737
82.7029390,-81.3168422,18.308,16.58667,195,2014,1.180,-43650.273
82.7029389,-81.3168423,18.273,16.58750,195,2014,1.145,-43525.022
82.7029389,-81.3168426,18.283,16.58833,195,2014,1.155,-43406.621
82.7029390,-81.3168424,18.284,16.58917,195,2014,1.156,-43295.496
82.7029391,-81.3168425,18.326,16.59000,195,2014,1.198,-43191.524
82.7029390,-81.3168428,18.349,16.59083,195,2014,1.221,-43094.886
82.7029390,-81.3168425,18.342,16.59167,195,2014,1.214,-43005.817
82.7029390,-81.3168426,18.381,16.59250,195,2014,1.253,-42924.057
82.7029391,-81.3168430,18.383,16.59333,195,2014,1.255,-42850.102
82.7029391,-81.3168428,18.366,16.59417,195,2014,1.238,-42783.788
82.7029391,-81.3168433,18.352,16.59500,195,2014,1.224,-42724.819
82.7029391,-81.3168418,18.454,16.59583,195,2014,1.326,-42673.339
82.7029387,-81.3168424,18.325,16.59667,195,2014,1.197,-42629.696
82.7029385,-81.3168410,18.337,16.59750,195,2014,1.209,-42593.349
82.7029386,-81.3168406,18.340,16.59833,195,2014,1.212,-42564.202
82.7029386,-81.3168406,18.338,16.59917,195,2014,1.210,-42542.160
82.7029386,-81.3168405,18.345,16.60000,195,2014,1.217,-42527.450
82.7029386,-81.3168403,18.340,16.60083,195,2014,1.212,-42520.251
82.7029387,-81.3168405,18.343,16.60167,195,2014,1.215,-42520.256
82.7029395,-81.3168270,18.351,16.60250,195,2014,1.223,-42527.282
82.7029466,-81.3167363,18.383,16.60333,195,2014,1.255,-42541.429
82.7029556,-81.3165945,18.361,16.60417,195,2014,1.233,-42562.704
82.7029616,-81.3164728,18.356,16.60500,195,2014,1.228,-42590.447
82.7029671,-81.3163693,18.341,16.60583,195,2014,1.213,-42624.342
82.7029717,-81.3162735,18.345,16.60667,195,2014,1.217,-42665.433
82.7029771,-81.3161544,18.295,16.60750,195,2014,1.167,-42712.792
82.7029835,-81.3159974,18.272,16.60833,195,2014,1.144,-42766.682
82.7029909,-81.3158156,18.232,16.60917,195,2014,1.103,-42826.555
82.7029984,-81.3156151,18.067,16.61000,195,2014,0.938,-42892.242
82.7030048,-81.3154608,17.918,16.61083,195,2014,0.789,-42963.716
82.7030092,-81.3153596,18.006,16.61167,195,2014,0.877,-43041.394
82.7030095,-81.3153527,18.015,16.61250,195,2014,0.886,-43125.403
82.7030097,-81.3153481,18.007,16.61333,195,2014,0.878,-43215.701
82.7030099,-81.3153447,18.009,16.61417,195,2014,0.880,-43311.996
82.7030122,-81.3153063,18.037,16.61500,195,2014,0.908,-43414.657
82.7030236,-81.3151772,17.969,16.61583,195,2014,0.840,-43523.699
82.7030341,-81.3150617,17.974,16.61667,195,2014,0.845,-43638.971
82.7030433,-81.3149600,18.043,16.61750,195,2014,0.914,-43760.384
82.7030560,-81.3148291,18.080,16.61833,195,2014,0.951,-43888.340
