latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
82.7144195,-81.3101396,18.874,20.82750,196,2014,1.710,358745.479
82.7144208,-81.3101388,19.523,20.82833,196,2014,2.359,359097.144
82.7144208,-81.3101394,19.516,20.82917,196,2014,2.352,359436.342
82.7144208,-81.3101394,19.519,20.83000,196,2014,2.355,359765.418
82.7144208,-81.3101403,19.533,20.83083,196,2014,2.369,360084.072
82.7144209,-81.3101398,19.541,20.83167,196,2014,2.377,360392.559
82.7144208,-81.3101399,19.530,20.83250,196,2014,2.366,360690.289
82.7144208,-81.3101390,19.532,20.83333,196,2014,2.368,360977.288
82.7144208,-81.3101392,19.539,20.83417,196,2014,2.375,361253.713
82.7144209,-81.3101389,19.516,20.83500,196,2014,2.352,361519.302
82.7144208,-81.3101389,19.495,20.83583,196,2014,2.331,361773.699
82.7144208,-81.3101389,19.498,20.83667,196,2014,2.334,362017.017
82.7144208,-81.3101391,19.497,20.83750,196,2014,2.333,362249.377
82.7144209,-81.3101386,19.495,20.83833,196,2014,2.331,362470.624
82.7144209,-81.3101385,19.508,20.83917,196,2014,2.344,362680.172
82.7144209,-81.3101393,19.497,20.84000,196,2014,2.333,362878.258
82.7144210,-81.3101378,19.469,20.84083,196,2014,2.305,363065.263
82.7144208,-81.3101392,19.516,20.84167,196,2014,2.352,363240.989
82.7144208,-81.3101400,19.508,20.84250,196,2014,2.344,363405.537
82.7144208,-81.3101400,19.499,20.84333,196,2014,2.335,363558.931
82.7144207,-81.3101400,19.511,20.84417,196,2014,2.347,363701.086
82.7144207,-81.3101404,19.494,20.84500,196,2014,2.330,363832.165
82.7144207,-81.3101404,19.476,20.84583,196,2014,2.312,363952.326
82.7144207,-81.3101400,19.485,20.84667,196,2014,2.321,364061.889
82.7144207,-81.3101398,19.494,20.84750,196,2014,2.330,364160.583
82.7144207,-81.3101401,19.493,20.84833,196,2014,2.329,364248.768
82.7144206,-81.3101404,19.476,20.84917,196,2014,2.312,364326.590
82.7144206,-81.3101402,19.479,20.85000,196,2014,2.315,364394.120
82.7144206,-81.3101405,19.487,20.85083,196,2014,2.323,364451.405
82.7144206,-81.3101405,19.492,20.85167,196,2014,2.328,364498.426
82.7144206,-81.3101405,19.475,20.85250,196,2014,2.311,364535.385
82.7144206,-81.3101406,19.471,20.85333,196,2014,2.307,364562.671
82.7144206,-81.3101406,19.465,20.85417,196,2014,2.301,364580.112
82.7144206,-81.3101411,19.458,20.85500,196,2014,2.294,364587.797
82.7144206,-81.3101406,19.448,20.85583,196,2014,2.284,364585.678
82.7144205,-81.3101403,19.458,20.85667,196,2014,2.294,364574.243
82.7144206,-81.3101407,19.455,20.85750,196,2014,2.291,364553.596
82.7144206,-81.3101406,19.468,20.85833,196,2014,2.304,364523.478
82.7144206,-81.3101408,19.467,20.85917,196,2014,2.303,364484.314
82.7144206,-81.3101405,19.478,20.86000,196,2014,2.314,364436.117
82.7144206,-81.3101412,19.459,20.86083,196,2014,2.295,364378.876
82.7144207,-81.3101414,19.459,20.86167,196,2014,2.295,364312.698
82.7144206,-81.3101414,19.451,20.86250,196,2014,2.287,364237.938
82.7144207,-81.3101413,19.452,20.86333,196,2014,2.288,364154.652
82.7144207,-81.3101409,19.454,20.86417,196,2014,2.290,364062.997
82.7144206,-81.3101409,19.461,20.86500,196,2014,2.297,363963.065
82.7144206,-81.3101411,19.467,20.86583,196,2014,2.303,363855.050
82.7144206,-81.3101408,19.464,20.86667,196,2014,2.300,363738.785
82.7144206,-81.3101404,19.460,20.86750,196,2014,2.296,363614.490
82.7144207,-81.3101404,19.461,20.86833,196,2014,2.297,363482.345
82.7144207,-81.3101407,19.454,20.86917,196,2014,2.290,363342.206
82.7144206,-81.3101408,19.441,20.87000,196,2014,2.277,363194.374
82.7144206,-81.3101410,19.442,20.87083,196,2014,2.278,363038.740
82.7144205,-81.3101412,19.433,20.87167,196,2014,2.269,362875.299
82.7144206,-81.3101413,19.432,20.87250,196,2014,2.268,362704.323
82.7144206,-81.3101414,19.432,20.87333,196,2014,2.268,362525.968
82.7144206,-81.3101415,19.450,20.87417,196,2014,2.286,362340.145
82.7144206,-81.3101415,19.448,20.87500,196,2014,2.284,362146.944
82.7144206,-81.3101415,19.458,20.87583,196,2014,2.294,361946.707
82.7144206,-81.3101415,19.450,20.87667,196,2014,2.286,361739.086
82.7144206,-81.3101413,19.457,20.87750,196,2014,2.293,361524.423
82.7144206,-81.3101413,19.451,20.87833,196,2014,2.287,361302.565
82.7144206,-81.3101414,19.443,20.87917,196,2014,2.279,361073.645
82.7144206,-81.3101414,19.433,20.88000,196,2014,2.269,360837.964
82.7144206,-81.3101415,19.440,20.88083,196,2014,2.276,360595.358
82.7144206,-81.3101417,19.442,20.88167,196,2014,2.278,360346.119
82.7144206,-81.3101417,19.459,20.88250,196,2014,2.295,360090.061
82.7144206,-81.3101416,19.449,20.88333,196,2014,2.285,359827.460
82.7144206,-81.3101416,19.444,20.88417,196,2014,2.280,359558.402
82.7144206,-81.3101416,19.430,20.88500,196,2014,2.266,359282.768
82.7144207,-81.3101416,19.445,20.88583,196,2014,2.281,359000.554
82.7144206,-81.3101412,19.456,20.88667,196,2014,2.292,358711.964
82.7144206,-81.3101414,19.453,20.88750,196,2014,2.289,358417.148
82.7144206,-81.3101412,19.460,20.88833,196,2014,2.296,358116.031
82.7144206,-81.3101413,19.470,20.88917,196,2014,2.306,357808.648
82.7144207,-81.3101417,19.467,20.89000,196,2014,2.303,357494.930
82.7144207,-81.3101414,19.464,20.89083,196,2014,2.300,357175.211
82.7144207,-81.3101417,19.464,20.89167,196,2014,2.300,356849.410
82.7144207,-81.3101414,19.457,20.89250,196,2014,2.293,356517.550
82.7144207,-81.3101418,19.458,20.89333,196,2014,2.294,356179.812
82.7144207,-81.3101418,19.459,20.89417,196,2014,2.295,355836.221
82.7144206,-81.3101417,19.443,20.89500,196,2014,2.279,355486.607
82.7144207,-81.3101414,19.464,20.89583,196,2014,2.300,355131.275
82.7144206,-81.3101415,19.467,20.89667,196,2014,2.303,354770.283
82.7144206,-81.3101419,19.452,20.89750,196,2014,2.288,354403.585
82.7144206,-81.3101419,19.466,20.89833,196,2014,2.302,354031.285
82.7144206,-81.3101422,19.449,20.89917,196,2014,2.285,353653.464
82.7144207,-81.3101422,19.447,20.90000,196,2014,2.283,353269.975
82.7144207,-81.3101423,19.453,20.90083,196,2014,2.289,352880.793
82.7144207,-81.3101426,19.444,20.90167,196,2014,2.280,352486.098
82.7144207,-81.3101424,19.466,20.90250,196,2014,2.302,352086.023
82.7144207,-81.3101421,19.470,20.90333,196,2014,2.306,351680.598
82.7144207,-81.3101420,19.460,20.90417,196,2014,2.296,351269.757
82.7144207,-81.3101422,19.449,20.90500,196,2014,2.285,350853.569
82.7144192,-81.3101464,19.442,20.90583,196,2014,2.278,350432.067
82.7144074,-81.3101141,19.540,20.90667,196,2014,2.376,350005.818
82.7143870,-81.3100540,19.734,20.90750,196,2014,2.570,349574.084
82.7143686,-81.3100137,19.869,20.90833,196,2014,2.705,349137.200
82.7143512,-81.3099775,19.996,20.90917,196,2014,2.832,348695.043
82.7143314,-81.3099395,20.139,20.91000,196,2014,2.975,348247.755
82.7143092,-81.3099006,20.337,20.91083,196,2014,3.173,347795.557
82.7142875,-81.3098698,20.525,20.91167,196,2014,3.361,347338.526
82.7142644,-81.3098504,20.714,20.91250,196,2014,3.550,346876.945
82.7142454,-81.3098417,20.947,20.91333,196,2014,3.783,346410.759
82.7142258,-81.3098387,21.233,20.91417,196,2014,4.069,345940.041
82.7142054,-81.3098326,21.409,20.91500,196,2014,4.245,345463.725
82.7141841,-81.3098301,21.548,20.91583,196,2014,4.385,344982.828
82.7141637,-81.3098276,21.617,20.91667,196,2014,4.454,344497.274
82.7141420,-81.3098248,21.677,20.91750,196,2014,4.514,344007.048
82.7141218,-81.3098207,21.792,20.91833,196,2014,4.629,343512.249
82.7141017,-81.3098159,21.912,20.91917,196,2014,4.749,343013.182
82.7140812,-81.3098098,22.036,20.92000,196,2014,4.873,342509.593
82.7140631,-81.3098021,22.151,20.92083,196,2014,4.988,342001.418
82.7140399,-81.3097901,22.293,20.92167,196,2014,5.130,341488.679
82.7140179,-81.3097760,22.375,20.92250,196,2014,5.212,340971.557
82.7139991,-81.3097629,22.428,20.92333,196,2014,5.265,340450.192
82.7139782,-81.3097486,22.550,20.92417,196,2014,5.387,339924.841
82.7139574,-81.3097281,22.610,20.92500,196,2014,5.447,339395.272
82.7139331,-81.3097015,22.642,20.92583,196,2014,5.479,338861.115
82.7139102,-81.3096757,22.702,20.92667,196,2014,5.539,338322.906
82.7138853,-81.3096397,22.726,20.92750,196,2014,5.563,337780.157
82.7138613,-81.3096014,22.733,20.92833,196,2014,5.570,337232.795
82.7138353,-81.3095530,22.747,20.92917,196,2014,5.584,336680.638
82.7138106,-81.3095052,22.762,20.93000,196,2014,5.600,336124.874
82.7137840,-81.3094443,22.676,20.93083,196,2014,5.514,335564.493
82.7137614,-81.3093899,22.763,20.93167,196,2014,5.601,334999.678
82.7137377,-81.3093265,22.602,20.93250,196,2014,5.440,334431.114
82.7137114,-81.3092541,22.404,20.93333,196,2014,5.242,333858.801
82.7136857,-81.3091804,22.214,20.93417,196,2014,5.052,333282.259
82.7136594,-81.3091040,22.074,20.93500,196,2014,4.912,332701.824
82.7136358,-81.3090300,21.890,20.93583,196,2014,4.728,332117.576
82.7136131,-81.3089498,21.801,20.93667,196,2014,4.639,331529.313
82.7135927,-81.3088459,21.557,20.93750,196,2014,4.395,330937.610
82.7135714,-81.3086930,21.384,20.93833,196,2014,4.222,330342.484
82.7135549,-81.3085522,21.295,20.93917,196,2014,4.133,329743.716
82.7135386,-81.3084008,21.102,20.94000,196,2014,3.940,329141.634
82.7135232,-81.3082302,20.965,20.94083,196,2014,3.803,328535.665
82.7135069,-81.3080515,20.831,20.94167,196,2014,3.669,327925.599
82.7134916,-81.3078829,20.687,20.94250,196,2014,3.525,327312.959
82.7134786,-81.3077348,20.652,20.94333,196,2014,3.490,326696.431
82.7134674,-81.3076112,20.677,20.94417,196,2014,3.515,326075.740
82.7134674,-81.3076104,20.687,20.94500,196,2014,3.525,325450.596
82.7134663,-81.3075987,20.705,20.94583,196,2014,3.543,324821.897
82.7134654,-81.3075886,20.725,20.94667,196,2014,3.563,324189.332
82.7134654,-81.3075886,20.729,20.94750,196,2014,3.567,323553.038
