latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
82.7028250,-81.3078781,26.027,21.97500,194,2014,8.895,-479951.173
82.7028254,-81.3078788,26.830,21.97556,194,2014,9.698,-480250.492
82.7028253,-81.3078803,27.774,21.97583,194,2014,10.642,-480400.013
82.7028250,-81.3078842,27.541,21.97611,194,2014,10.409,-480552.434
82.7028255,-81.3078867,26.684,21.97639,194,2014,9.552,-480706.476
82.7028242,-81.3078845,26.735,21.97667,194,2014,9.603,-480859.432
82.7028248,-81.3078870,26.367,21.97694,194,2014,9.235,-481013.904
82.7028246,-81.3078911,25.869,21.97722,194,2014,8.737,-481170.242
82.7028250,-81.3079007,26.330,21.97750,194,2014,9.198,-481325.659
82.7028247,-81.3079043,26.491,21.97778,194,2014,9.359,-481482.598
82.7028234,-81.3078937,25.674,21.97806,194,2014,8.542,-481642.259
82.7028245,-81.3078982,25.764,21.97833,194,2014,8.632,-481800.146
82.7028234,-81.3079036,26.647,21.97861,194,2014,9.515,-481957.576
82.7028236,-81.3078977,26.509,21.97889,194,2014,9.377,-482117.543
82.7028240,-81.3079076,26.700,21.97917,194,2014,9.568,-482277.353
82.7028231,-81.3079043,26.291,21.97944,194,2014,9.159,-482439.262
82.7028229,-81.3079048,25.969,21.97972,194,2014,8.837,-482601.559
82.7028227,-81.3079043,25.679,21.98000,194,2014,8.547,-482764.520
82.7028149,-81.3079089,22.404,21.98056,194,2014,5.272,-483097.936
82.7028137,-81.3079060,22.064,21.98083,194,2014,4.932,-483263.061
82.7028134,-81.3079053,21.310,21.98111,194,2014,4.178,-483429.467
82.7028150,-81.3079047,21.020,21.98139,194,2014,3.888,-483595.567
82.7028148,-81.3079067,20.620,21.98167,194,2014,3.488,-483762.592
82.7028173,-81.3079058,21.883,21.98194,194,2014,4.751,-483926.812
82.7028135,-81.3079141,21.218,21.98222,194,2014,4.086,-484095.800
82.7028153,-81.3079149,23.781,21.98250,194,2014,6.649,-484258.850
82.7028193,-81.3079934,25.299,21.98278,194,2014,8.167,0.000
82.7028194,-81.3079939,25.227,21.98306,194,2014,8.095,-484591.255
82.7028193,-81.3079930,25.148,21.98333,194,2014,8.016,-484761.314
82.7028194,-81.3079943,25.153,21.98361,194,2014,8.021,-484931.817
82.7028194,-81.3079928,25.142,21.98389,194,2014,8.010,-485102.838
82.7028193,-81.3079928,25.091,21.98417,194,2014,7.959,-485274.543
82.7028193,-81.3079924,25.063,21.98444,194,2014,7.931,-485446.816
82.7028192,-81.3079934,25.056,21.98472,194,2014,7.924,-485619.614
