latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
82.4426673,-80.3468817,47.114,18.16750,203,2014,29.727,-252705.380
82.4426670,-80.3468834,47.019,18.16833,203,2014,29.632,-252593.006
82.4426671,-80.3468834,47.073,18.16917,203,2014,29.686,-252485.555
82.4426670,-80.3468840,47.109,18.17000,203,2014,29.722,-252380.977
82.4426672,-80.3468826,47.019,18.17083,203,2014,29.632,-252278.205
82.4426672,-80.3468817,47.050,18.17167,203,2014,29.663,-252176.321
82.4426672,-80.3468824,47.070,18.17250,203,2014,29.683,-252075.309
82.4426671,-80.3468822,47.140,18.17333,203,2014,29.753,-251975.058
82.4426672,-80.3468822,47.154,18.17417,203,2014,29.767,-251875.720
82.4426671,-80.3468827,47.213,18.17500,203,2014,29.826,-251777.217
82.4426671,-80.3468824,47.257,18.17583,203,2014,29.870,-251679.483
82.4426670,-80.3468823,47.311,18.17667,203,2014,29.924,-251582.661
82.4426671,-80.3468827,47.260,18.17750,203,2014,29.873,-251487.549
82.4426671,-80.3468832,47.248,18.17833,203,2014,29.861,-251393.925
82.4426671,-80.3468832,47.252,18.17917,203,2014,29.865,-251301.431
82.4426671,-80.3468833,47.244,18.18000,203,2014,29.857,-251210.526
82.4426671,-80.3468835,47.229,18.18083,203,2014,29.842,-251121.514
82.4426671,-80.3468839,47.214,18.18167,203,2014,29.827,-251034.739
82.4426671,-80.3468840,47.204,18.18250,203,2014,29.817,-250950.388
82.4426670,-80.3468842,47.191,18.18333,203,2014,29.804,-250867.734
82.4426670,-80.3468840,47.198,18.18417,203,2014,29.811,-250787.507
82.4426670,-80.3468842,47.194,18.18500,203,2014,29.807,-250710.305
82.4426670,-80.3468843,47.195,18.18583,203,2014,29.808,-250636.054
82.4426670,-80.3468846,47.187,18.18667,203,2014,29.800,-250564.835
82.4426670,-80.3468850,47.177,18.18750,203,2014,29.790,-250496.905
82.4426670,-80.3468853,47.180,18.18833,203,2014,29.793,-250432.125
82.4426670,-80.3468854,47.181,18.18917,203,2014,29.794,-250370.662
82.4426678,-80.3468563,47.146,18.19000,203,2014,29.759,-250312.960
82.4426697,-80.3467814,47.193,18.19083,203,2014,29.806,-250258.910
82.4426713,-80.3466714,47.328,18.19167,203,2014,29.941,-250208.277
82.4426746,-80.3465500,47.424,18.19250,203,2014,30.037,-250161.277
82.4426805,-80.3463813,47.763,18.19333,203,2014,30.376,-250117.658
82.4426873,-80.3461791,47.878,18.19417,203,2014,30.491,-250078.243
82.4426950,-80.3459930,48.226,18.19500,203,2014,30.839,-250042.493
82.4427029,-80.3458178,48.534,18.19583,203,2014,31.147,-250010.675
82.4427123,-80.3456474,48.706,18.19667,203,2014,31.319,-249983.317
82.4427247,-80.3454857,48.736,18.19750,203,2014,31.349,-249960.273
82.4427386,-80.3453271,48.687,18.19833,203,2014,31.300,-249941.361
82.4427565,-80.3451495,48.615,18.19917,203,2014,31.228,-249926.846
82.4427698,-80.3449997,48.454,18.20000,203,2014,31.067,-249916.967
82.4427826,-80.3448316,48.610,18.20083,203,2014,31.223,-249910.477
82.4427995,-80.3446563,48.668,18.20167,203,2014,31.281,-249908.333
82.4428163,-80.3444753,48.735,18.20250,203,2014,31.348,-249910.729
82.4428318,-80.3443002,48.911,18.20333,203,2014,31.524,-249917.619
82.4428454,-80.3441511,48.897,18.20417,203,2014,31.510,-249929.445
82.4428455,-80.3441484,48.903,18.20500,203,2014,31.516,-249945.439
82.4428455,-80.3441484,48.910,18.20583,203,2014,31.523,-249965.849
82.4428454,-80.3441488,48.906,18.20667,203,2014,31.519,-249990.961
