latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
82.4493754,-80.1687669,76.823,21.50250,203,2014,59.367,209562.923
82.4493755,-80.1687664,76.854,21.50333,203,2014,59.398,209993.096
82.4493755,-80.1687662,76.892,21.50417,203,2014,59.436,210418.794
82.4493753,-80.1687648,76.844,21.50500,203,2014,59.388,210842.356
82.4493753,-80.1687648,76.827,21.50583,203,2014,59.371,211265.139
82.4493752,-80.1687644,76.858,21.50667,203,2014,59.402,211687.747
82.4493754,-80.1687645,76.847,21.50750,203,2014,59.391,212110.151
82.4493753,-80.1687644,76.841,21.50833,203,2014,59.385,212532.460
82.4493753,-80.1687646,76.840,21.50917,203,2014,59.384,212954.685
82.4493753,-80.1687646,76.852,21.51000,203,2014,59.396,213376.438
82.4493753,-80.1687646,76.850,21.51083,203,2014,59.394,213797.499
82.4493752,-80.1687647,76.858,21.51167,203,2014,59.402,214217.978
82.4493752,-80.1687644,76.852,21.51250,203,2014,59.396,214637.533
82.4493752,-80.1687642,76.852,21.51333,203,2014,59.396,215055.714
82.4493753,-80.1687643,76.845,21.51417,203,2014,59.389,215472.368
82.4493753,-80.1687642,76.846,21.51500,203,2014,59.390,215887.392
82.4493753,-80.1687643,76.866,21.51583,203,2014,59.410,216300.731
82.4493753,-80.1687644,76.872,21.51667,203,2014,59.416,216711.982
82.4493753,-80.1687644,76.863,21.51750,203,2014,59.407,217121.311
82.4493752,-80.1687646,76.864,21.51833,203,2014,59.408,217528.795
82.4493752,-80.1687644,76.858,21.51917,203,2014,59.402,217933.915
82.4493752,-80.1687642,76.863,21.52000,203,2014,59.407,218336.536
82.4493752,-80.1687643,76.860,21.52083,203,2014,59.404,218736.546
82.4493751,-80.1687642,76.847,21.52167,203,2014,59.391,219133.735
82.4493752,-80.1687641,76.854,21.52250,203,2014,59.398,219527.999
82.4493752,-80.1687640,76.865,21.52333,203,2014,59.409,219919.570
82.4493753,-80.1687641,76.855,21.52417,203,2014,59.399,220307.971
82.4493753,-80.1687644,76.843,21.52500,203,2014,59.387,220693.239
82.4493753,-80.1687645,76.871,21.52583,203,2014,59.415,221075.396
82.4493753,-80.1687645,76.872,21.52667,203,2014,59.416,221454.265
82.4493753,-80.1687646,76.868,21.52750,203,2014,59.412,221829.811
82.4493753,-80.1687646,76.867,21.52833,203,2014,59.411,222201.770
82.4493753,-80.1687647,76.847,21.52917,203,2014,59.391,222570.287
82.4493752,-80.1687646,76.850,21.53000,203,2014,59.394,222935.379
82.4493752,-80.1687645,76.856,21.53083,203,2014,59.400,223296.746
82.4493752,-80.1687642,76.839,21.53167,203,2014,59.383,223654.242
82.4493752,-80.1687642,76.836,21.53250,203,2014,59.380,224007.983
82.4493752,-80.1687639,76.829,21.53333,203,2014,59.373,224358.050
82.4493752,-80.1687640,76.827,21.53417,203,2014,59.371,224704.205
82.4493753,-80.1687636,76.819,21.53500,203,2014,59.363,225046.505
82.4493753,-80.1687636,76.834,21.53583,203,2014,59.378,225384.865
82.4493752,-80.1687636,76.833,21.53667,203,2014,59.377,225719.478
82.4493752,-80.1687637,76.842,21.53750,203,2014,59.386,226050.171
82.4493753,-80.1687636,76.854,21.53833,203,2014,59.398,226376.756
82.4493753,-80.1687639,76.851,21.53917,203,2014,59.395,226699.253
82.4493753,-80.1687639,76.856,21.54000,203,2014,59.400,227017.694
82.4493730,-80.1687740,76.848,21.54083,203,2014,59.392,227332.102
82.4493453,-80.1688741,76.452,21.54167,203,2014,58.996,227642.189
82.4493112,-80.1690242,75.818,21.54250,203,2014,58.362,227948.048
