latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
82.7075247,-81.2944928,25.336,18.95250,195,2014,8.185,487399.421
82.7075245,-81.2944936,25.255,18.95333,195,2014,8.104,487619.583
82.7075246,-81.2944937,25.272,18.95417,195,2014,8.121,487823.748
82.7075246,-81.2944930,25.306,18.95500,195,2014,8.155,488013.620
82.7075243,-81.2944926,25.256,18.95583,195,2014,8.105,488190.386
82.7075244,-81.2944934,25.268,18.95667,195,2014,8.117,488354.722
82.7075245,-81.2944935,25.269,18.95750,195,2014,8.118,488507.412
82.7075244,-81.2944933,25.266,18.95833,195,2014,8.115,488648.847
82.7075246,-81.2944937,25.279,18.95917,195,2014,8.128,488779.587
82.7075245,-81.2944939,25.283,18.96000,195,2014,8.132,488899.529
82.7075245,-81.2944930,25.298,18.96083,195,2014,8.147,489009.130
82.7075244,-81.2944930,25.277,18.96167,195,2014,8.126,489107.980
82.7075244,-81.2944927,25.265,18.96250,195,2014,8.114,489196.621
82.7075244,-81.2944929,25.277,18.96333,195,2014,8.126,489275.282
82.7075243,-81.2944926,25.271,18.96417,195,2014,8.120,489344.203
82.7075244,-81.2944925,25.291,18.96500,195,2014,8.140,489403.887
82.7075244,-81.2944927,25.257,18.96583,195,2014,8.106,489454.496
82.7075244,-81.2944928,25.275,18.96667,195,2014,8.124,489496.344
82.7075245,-81.2944934,25.253,18.96750,195,2014,8.102,489529.331
82.7075245,-81.2944934,25.290,18.96833,195,2014,8.139,489553.746
82.7075245,-81.2944934,25.295,18.96917,195,2014,8.144,489569.396
82.7075245,-81.2944938,25.287,18.97000,195,2014,8.136,489576.215
82.7075244,-81.2944937,25.286,18.97083,195,2014,8.135,489574.196
82.7075244,-81.2944934,25.267,18.97167,195,2014,8.116,489563.458
82.7075244,-81.2944929,25.288,18.97250,195,2014,8.137,489543.727
82.7075244,-81.2944927,25.266,18.97333,195,2014,8.115,489514.667
82.7075244,-81.2944928,25.268,18.97417,195,2014,8.117,489476.418
82.7075244,-81.2944926,25.245,18.97500,195,2014,8.094,489428.767
82.7075244,-81.2944926,25.280,18.97583,195,2014,8.129,489371.870
82.7075245,-81.2944931,25.258,18.97667,195,2014,8.107,489305.240
82.7075246,-81.2944928,25.272,18.97750,195,2014,8.121,489229.134
82.7075246,-81.2944928,25.261,18.97833,195,2014,8.110,489143.196
82.7075246,-81.2944929,25.244,18.97917,195,2014,8.093,489047.336
82.7075246,-81.2944927,25.265,18.98000,195,2014,8.114,488941.840
82.7075245,-81.2944926,25.291,18.98083,195,2014,8.140,488826.505
82.7075246,-81.2944929,25.275,18.98167,195,2014,8.124,488701.334
82.7075246,-81.2944925,25.297,18.98250,195,2014,8.146,488566.344
82.7075245,-81.2944924,25.290,18.98333,195,2014,8.139,488421.513
82.7075246,-81.2944925,25.292,18.98417,195,2014,8.141,488266.890
82.7075246,-81.2944925,25.302,18.98500,195,2014,8.151,488102.585
82.7075246,-81.2944927,25.314,18.98583,195,2014,8.163,487928.539
82.7075245,-81.2944923,25.280,18.98667,195,2014,8.129,487744.782
82.7075245,-81.2944919,25.276,18.98750,195,2014,8.125,487551.405
82.7075245,-81.2944920,25.276,18.98833,195,2014,8.125,487348.319
82.7075245,-81.2944924,25.274,18.98917,195,2014,8.123,487135.799
82.7075246,-81.2944927,25.278,18.99000,195,2014,8.127,486913.797
82.7075245,-81.2944922,25.287,18.99083,195,2014,8.136,486682.444
82.7075245,-81.2944920,25.299,18.99167,195,2014,8.148,486441.922
82.7075246,-81.2944924,25.289,18.99250,195,2014,8.138,486192.051
82.7075245,-81.2944926,25.277,18.99333,195,2014,8.126,485932.948
82.7075246,-81.2944926,25.261,18.99417,195,2014,8.110,485664.905
82.7075247,-81.2944926,25.256,18.99500,195,2014,8.105,485387.929
82.7075247,-81.2944926,25.246,18.99583,195,2014,8.095,485102.036
82.7075247,-81.2944924,25.252,18.99667,195,2014,8.101,484807.305
82.7075247,-81.2944921,25.263,18.99750,195,2014,8.112,484503.774
82.7075246,-81.2944921,25.271,18.99833,195,2014,8.120,484191.540
82.7075246,-81.2944919,25.307,18.99917,195,2014,8.156,483870.770
82.7075248,-81.2944912,25.332,19.00000,195,2014,8.181,483541.398
82.7075246,-81.2944917,25.298,19.00083,195,2014,8.147,483203.482
82.7075247,-81.2944916,25.325,19.00167,195,2014,8.174,482857.084
82.7075246,-81.2944916,25.321,19.00250,195,2014,8.170,482502.329
82.7075247,-81.2944917,25.340,19.00333,195,2014,8.189,482139.395
82.7075247,-81.2944916,25.335,19.00417,195,2014,8.184,481768.344
82.7075247,-81.2944917,25.344,19.00500,195,2014,8.193,481389.108
82.7075247,-81.2944920,25.339,19.00583,195,2014,8.188,481001.862
82.7075247,-81.2944919,25.334,19.00667,195,2014,8.183,480606.602
82.7075247,-81.2944917,25.342,19.00750,195,2014,8.191,480203.511
82.7075247,-81.2944916,25.334,19.00833,195,2014,8.183,479792.268
82.7075247,-81.2944915,25.344,19.00917,195,2014,8.193,479373.167
82.7075247,-81.2944913,25.339,19.01000,195,2014,8.188,478946.378
82.7075247,-81.2944910,25.347,19.01083,195,2014,8.196,478511.658
82.7075247,-81.2944911,25.353,19.01167,195,2014,8.202,478069.044
82.7075247,-81.2944914,25.352,19.01250,195,2014,8.201,477618.955
82.7075247,-81.2944917,25.348,19.01333,195,2014,8.197,477161.182
82.7075247,-81.2944912,25.343,19.01417,195,2014,8.192,476696.015
82.7075220,-81.2944816,25.344,19.01500,195,2014,8.193,476223.786
82.7075181,-81.2944046,25.360,19.01583,195,2014,8.209,475744.786
82.7075060,-81.2942882,25.397,19.01667,195,2014,8.246,475258.315
82.7074861,-81.2941521,25.390,19.01750,195,2014,8.239,474764.567
82.7074626,-81.2940353,25.392,19.01833,195,2014,8.241,474264.381
82.7074342,-81.2939268,25.262,19.01917,195,2014,8.111,473756.991
82.7074043,-81.2938467,25.078,19.02000,195,2014,7.927,473241.994
82.7073758,-81.2938226,24.842,19.02083,195,2014,7.691,472720.344
82.7073441,-81.2938027,24.543,19.02167,195,2014,7.392,472191.476
82.7073103,-81.2937847,24.301,19.02250,195,2014,7.150,471655.962
82.7072772,-81.2937710,23.954,19.02333,195,2014,6.804,471113.994
82.7072458,-81.2937595,23.638,19.02417,195,2014,6.488,470565.079
82.7072112,-81.2937541,23.332,19.02500,195,2014,6.182,470009.642
82.7071805,-81.2937559,23.043,19.02583,195,2014,5.893,469447.412
82.7071485,-81.2937708,22.599,19.02667,195,2014,5.449,468878.650
82.7071165,-81.2937962,22.110,19.02750,195,2014,4.960,468303.800
82.7070860,-81.2938185,21.704,19.02833,195,2014,4.554,467722.479
82.7070565,-81.2938330,21.135,19.02917,195,2014,3.985,467134.957
82.7070250,-81.2938475,20.603,19.03000,195,2014,3.453,466540.987
82.7069943,-81.2938472,20.103,19.03083,195,2014,2.953,465941.013
82.7069708,-81.2938336,19.695,19.03167,195,2014,2.545,465334.331
82.7069458,-81.2938130,19.255,19.03250,195,2014,2.106,464721.248
82.7069237,-81.2937906,19.010,19.03333,195,2014,1.861,464102.771
82.7068969,-81.2937549,18.690,19.03417,195,2014,1.541,463478.058
82.7068756,-81.2937207,18.651,19.03500,195,2014,1.502,462847.246
82.7068528,-81.2936866,18.572,19.03583,195,2014,1.423,462210.411
82.7068328,-81.2936560,18.571,19.03667,195,2014,1.422,461567.640
82.7068246,-81.2936430,18.594,19.03750,195,2014,1.445,460919.252
82.7068194,-81.2936344,18.598,19.03833,195,2014,1.449,460265.293
82.7068181,-81.2936323,18.591,19.03917,195,2014,1.442,459605.741
82.7068051,-81.2936112,18.607,19.04000,195,2014,1.458,458940.702
82.7067930,-81.2935907,18.723,19.04083,195,2014,1.574,458269.560
82.7067837,-81.2935763,18.741,19.04167,195,2014,1.592,457592.750
82.7067724,-81.2935589,18.805,19.04250,195,2014,1.656,456910.726
82.7067675,-81.2935536,18.836,19.04333,195,2014,1.687,456223.638
82.7067580,-81.2935388,18.945,19.04417,195,2014,1.796,455531.320
82.7067520,-81.2935288,19.006,19.04500,195,2014,1.857,454833.814
82.7067421,-81.2935128,19.161,19.04583,195,2014,2.012,454130.981
82.7067400,-81.2935094,19.196,19.04667,195,2014,2.047,453423.140
82.7067277,-81.2934872,19.403,19.04750,195,2014,2.254,452709.981
82.7067200,-81.2934764,19.528,19.04833,195,2014,2.379,451991.771
82.7067126,-81.2934638,19.664,19.04917,195,2014,2.515,451268.473
82.7067094,-81.2934595,19.705,19.05000,195,2014,2.556,450540.118
82.7067083,-81.2934577,19.749,19.05083,195,2014,2.600,449807.131
82.7067072,-81.2934546,19.768,19.05167,195,2014,2.619,449068.846
82.7067048,-81.2934513,19.842,19.05250,195,2014,2.693,448325.270
82.7066998,-81.2934430,19.918,19.05333,195,2014,2.769,447576.586
82.7066893,-81.2934262,20.103,19.05417,195,2014,2.954,446822.877
82.7066776,-81.2934121,20.412,19.05500,195,2014,3.263,446064.740
82.7066634,-81.2933945,20.787,19.05583,195,2014,3.638,445301.426
82.7066528,-81.2933752,21.083,19.05667,195,2014,3.934,444532.952
82.7066416,-81.2933628,21.456,19.05750,195,2014,4.307,443759.625
82.7066280,-81.2933427,21.854,19.05833,195,2014,4.705,442981.867
82.7066189,-81.2933233,22.159,19.05917,195,2014,5.010,442199.187
82.7066077,-81.2933012,22.538,19.06000,195,2014,5.389,441411.439
82.7065979,-81.2932862,23.019,19.06083,195,2014,5.870,440618.903
82.7065813,-81.2932422,23.621,19.06167,195,2014,6.472,439821.941
82.7065643,-81.2931995,24.098,19.06250,195,2014,6.949,439020.769
82.7065513,-81.2931641,24.613,19.06333,195,2014,7.464,438215.158
82.7065342,-81.2930959,25.043,19.06417,195,2014,7.894,437405.152
82.7065217,-81.2930334,25.374,19.06500,195,2014,8.225,436589.899
82.7065115,-81.2929785,25.575,19.06583,195,2014,8.426,435770.121
82.7064942,-81.2928847,25.872,19.06667,195,2014,8.723,434945.981
82.7064779,-81.2927976,26.042,19.06750,195,2014,8.893,434117.157
82.7064582,-81.2926994,26.162,19.06833,195,2014,9.013,433284.094
