latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
82.4486434,-80.2870181,56.911,19.19083,203,2014,39.512,-195803.379
82.4486422,-80.2870119,56.774,19.19167,203,2014,39.375,-195855.134
82.4486420,-80.2870103,56.654,19.19250,203,2014,39.255,-195910.111
82.4486420,-80.2870098,56.665,19.19333,203,2014,39.266,-195968.550
82.4486419,-80.2870090,56.600,19.19417,203,2014,39.201,-196030.892
82.4486420,-80.2870085,56.563,19.19500,203,2014,39.164,-196096.856
82.4486419,-80.2870085,56.572,19.19583,203,2014,39.173,-196166.357
82.4486419,-80.2870105,56.644,19.19667,203,2014,39.245,-196239.563
82.4486419,-80.2870098,56.578,19.19750,203,2014,39.179,-196316.719
82.4486419,-80.2870102,56.548,19.19833,203,2014,39.149,-196397.448
82.4486419,-80.2870106,56.529,19.19917,203,2014,39.130,-196481.456
82.4486418,-80.2870108,56.523,19.20000,203,2014,39.124,-196568.712
82.4486419,-80.2870105,56.521,19.20083,203,2014,39.122,-196659.795
82.4486418,-80.2870107,56.507,19.20167,203,2014,39.108,-196754.559
82.4486418,-80.2870098,56.524,19.20250,203,2014,39.125,-196852.863
82.4486417,-80.2870098,56.503,19.20333,203,2014,39.104,-196954.941
82.4486418,-80.2870098,56.518,19.20417,203,2014,39.119,-197060.556
82.4486418,-80.2870106,56.543,19.20500,203,2014,39.144,-197169.651
82.4486421,-80.2870113,56.469,19.20583,203,2014,39.070,-197282.506
82.4486417,-80.2870118,56.611,19.20667,203,2014,39.212,-197398.550
82.4486418,-80.2870104,56.532,19.20750,203,2014,39.133,-197518.686
82.4486417,-80.2870103,56.517,19.20833,203,2014,39.118,-197642.287
82.4486417,-80.2870106,56.655,19.20917,203,2014,39.256,-197769.125
82.4486415,-80.2870087,56.630,19.21000,203,2014,39.231,-197899.969
82.4486418,-80.2870109,56.566,19.21083,203,2014,39.167,-198034.810
82.4486416,-80.2870112,56.583,19.21167,203,2014,39.184,-198172.759
82.4486418,-80.2870109,56.585,19.21250,203,2014,39.186,-198314.218
82.4486418,-80.2870114,56.580,19.21333,203,2014,39.181,-198459.256
82.4486419,-80.2870101,56.656,19.21417,203,2014,39.257,-198607.596
82.4486419,-80.2870107,56.644,19.21500,203,2014,39.245,-198759.805
82.4486419,-80.2870103,56.646,19.21583,203,2014,39.247,-198915.332
82.4486418,-80.2870108,56.653,19.21667,203,2014,39.254,-199074.315
82.4486418,-80.2870109,56.635,19.21750,203,2014,39.236,-199237.072
82.4486419,-80.2870107,56.648,19.21833,203,2014,39.249,-199403.370
82.4486418,-80.2870110,56.661,19.21917,203,2014,39.262,-199573.134
82.4486418,-80.2870108,56.628,19.22000,203,2014,39.229,-199746.205
82.4486418,-80.2870109,56.600,19.22083,203,2014,39.201,-199922.661
82.4486417,-80.2870106,56.574,19.22167,203,2014,39.175,-200102.397
82.4486417,-80.2870104,56.589,19.22250,203,2014,39.190,-200285.565
82.4486417,-80.2870103,56.597,19.22333,203,2014,39.198,-200472.232
82.4486417,-80.2870097,56.616,19.22417,203,2014,39.217,-200662.478
82.4486417,-80.2870094,56.622,19.22500,203,2014,39.223,-200855.780
82.4486416,-80.2870091,56.626,19.22583,203,2014,39.227,-201052.526
82.4486417,-80.2870092,56.616,19.22667,203,2014,39.217,-201252.561
82.4486416,-80.2870091,56.647,19.22750,203,2014,39.248,-201455.941
82.4486416,-80.2870089,56.643,19.22833,203,2014,39.244,-201662.730
82.4486417,-80.2870085,56.641,19.22917,203,2014,39.242,-201873.078
82.4486416,-80.2870086,56.615,19.23000,203,2014,39.216,-202086.676
82.4486415,-80.2870086,56.603,19.23083,203,2014,39.204,-202303.277
82.4486414,-80.2870086,56.597,19.23167,203,2014,39.198,-202523.131
82.4486416,-80.2870098,56.611,19.23250,203,2014,39.212,-202746.245
82.4486418,-80.2870121,56.518,19.23333,203,2014,39.119,-202972.862
82.4486419,-80.2870128,56.526,19.23417,203,2014,39.127,-203202.461
